name,city,state,ein,ntee_code,total_revenue,ntee_major,source
SUNOL 4-H,SUNOL,CA,,,,,irs_990pf
THE FOUNDATION FOR THE HORSE,LEXINGTON,KY,,,,,irs_990pf
THE JOCKEY CLUB SAFETY NET FOUNDATI,NEW YORK,NY,,,,,irs_990pf
VALLEY COMMUNITY CHURCH,PLEASANTON,CA,,,,,irs_990pf
VALLEY VISTA 4-H,PLEASANTON,CA,,,,,irs_990pf
WINNERS FOUNDATION,ARCADIA,CA,,,,,irs_990pf
RINGLING COLLEGE,SARASOTA,FL,,,,,irs_990pf
BLACK ENSEMBLE THEATER,CHICAGO,IL,,,,,irs_990pf
HAMPSHIRE COLLEGE,AMHERST,MA,,,,,irs_990pf
KHECARI,CHICAGO,IL,,,,,irs_990pf
WOMAN MADE GALLERY,CHICAGO,IL,,,,,irs_990pf
CHRISTIAN REST HOME,GRAND RAPIDS,MI,,,,,irs_990pf
UNITED WAY OF KENT COUNTY,GRAND RAPIDS,MI,,,,,irs_990pf
PINE REST CHRISTIAN HOSP ASSN,GRAND RAPIDS,MI,,,,,irs_990pf
CENTRAL REFORMED CHURCH,GRAND RAPIDS,MI,,,,,irs_990pf
MEL TROTTER MINISTRIES,GRAND RAPIDS,MI,,,,,irs_990pf
PORTER HILLS PRESBYTERIAN VILLAGE,GRAND RAPIDS,MI,,,,,irs_990pf
TRINITY EVANG LUTHERAN CHURCH,OAK PARK,IL,,,,,irs_990pf
LACEY HELFERS,LEESBURG,IN,,,,,irs_990pf
MADISON WILSON,MILFORD,IN,,,,,irs_990pf
CLAYTON HICKS,MILFORD,IN,,,,,irs_990pf
SOPHIA MILLER,LEESBURG,IN,,,,,irs_990pf
ALEXANDRIA BATISTA,SYRACUSE,IN,,,,,irs_990pf
ETHAN KNEPP,MILFORD,IN,,,,,irs_990pf
RHETT COBLENTZ,NORTH WEBSTER,IN,,,,,irs_990pf
ASHLEY BEER,MILFORD,IN,,,,,irs_990pf
EVAN KRUEGER,MILFORD,IN,,,,,irs_990pf
RACHEL STARRETT,WARSAW,IN,,,,,irs_990pf
BETHANY FLANNERY,MILFORD,IN,,,,,irs_990pf
TYLER GOSHERT,MILFORD,IN,,,,,irs_990pf
MADISON MCBRIDE,NORTH WEBSTER,IN,,,,,irs_990pf
MADISON COOPER,BLOOMINGTON,IN,,,,,irs_990pf
KAITLIN KUHN,LEESBURG,IN,,,,,irs_990pf
TIFFANY KOBLE,SYRACUSE,IN,,,,,irs_990pf
HUNTER MAGIERA,CLAYPOOL,IN,,,,,irs_990pf
LACI LOY,MILFORD,IN,,,,,irs_990pf
JOEL NYCE,MILFORD,IN,,,,,irs_990pf
HANNAH HAINES,MILFORD,IN,,,,,irs_990pf
HOPE BEER,MILFORD,IN,,,,,irs_990pf
OLIVIA LONG,SYRACUSE,IN,,,,,irs_990pf
CATHOLIC FOREIGN MISSION SOCIETY,MARYKNOLL,NY,,,,,irs_990pf
ST JOSEPH VILLAGE OF CHICAGO,CHICAGO,IL,,,,,irs_990pf
CATHOLIC CHARITIES OF THE ARCHID,CHICAGO,IL,,,,,irs_990pf
HOLY TRINITY POLISH CHURCH,CHICAGO,IL,,,,,irs_990pf
POLISH AMERICAN ASSOCIATION,CHICAGO,IL,,,,,irs_990pf
POLISH NATIONAL ALLIANCE SCHOOL,CHICAGO,IL,,,,,irs_990pf
ORCHARD LAKE SCHOOLS,ORCHARD LAKE,MI,,,,,irs_990pf
GRAYSON BOURNE,Pawleys Island,SC,,,,,irs_990pf
JESSI SHIRLEY,Pawleys Island,SC,,,,,irs_990pf
MADYLYNN LONG,Pawleys Island,SC,,,,,irs_990pf
ADDISON GRACE COX,Pawleys Island,SC,,,,,irs_990pf
DAHLIA CARMICHAEL,Pawleys Island,SC,,,,,irs_990pf
KAITLYN BROOKS DAVIS,Pawleys Island,SC,,,,,irs_990pf
MARCUS STILL,Pawleys Island,SC,,,,,irs_990pf
CANDICE THOMPSON,Pawleys Island,SC,,,,,irs_990pf
FIRST LUTHERAN SCHOOL,GLENCOE,MN,,,,,irs_990pf
MAYER LUTHERAN HIGH SCHOOL,MAYER,MN,,,,,irs_990pf
PDF ATTACHED,HOUSTON,TX,,,,,irs_990pf
WAGON WHEEL CENTER FOR THE ARTS,WARSAW,IN,,,,,irs_990pf
IN CLASS BASKETBALL ALLSTAR CLASSIC,BROWNSBURG,IN,,,,,irs_990pf
KOSCIUSKO COUNTY HISTORICAL SOCIETY,WARSAW,IN,,,,,irs_990pf
GRACE COLLEGE,WINONA LAKE,IN,,,,,irs_990pf
BAKER YOUTH CLUB,WARSAW,IN,,,,,irs_990pf
GOODWILL INDUSTRIES OF MICHIANA,SOUTH BEND,IN,,,,,irs_990pf
KOSCIUSKO 21ST CENTURY FOUNDATION,WARSAW,IN,,,,,irs_990pf
BIG BROTHERS BIG SISTERS OF NEI,WARSAW,IN,,,,,irs_990pf
HEARTLINE PREGNANCY CENTER INC,WARSAW,IN,,,,,irs_990pf
BEAMAN HOME,WARSAW,IN,,,,,irs_990pf
WARSAW EDUCATION FOUNDATION,WARSAW,IN,,,,,irs_990pf
LAKE AREA COMMUNITY BAND,SYRACUSE,IN,,,,,irs_990pf
TOWN OF WINONA LAKE,WINONA LAKE,IN,,,,,irs_990pf
WARSAW FCCLA,WARSAW,IN,,,,,irs_990pf
WARSAW BREAKFAST OPTIMIST CLUB,WARSAW,IN,,,,,irs_990pf
SALVATION ARMY IN DIV HEADQUARTERS,INDIANAPOLIS,IN,,,,,irs_990pf
JOE S KIDS INC,WARSAW,IN,,,,,irs_990pf
CHURCH OF JESUS CHRIST OF LDS,Salt Lake City,UT,,,,,irs_990pf
STEVE ANDERSON,,,,,,,irs_990pf
CONCORDIA LUTHERAN CHURCH,SAN ANTONIO,TX,,,,,irs_990pf
FAMILY PROMISE OF NEW BRAUNFELS,NEW BRAUNFELS,TX,,,,,irs_990pf
LCMS WORLD RELIEF HUMAN CARE,ST LOUIS,MO,,,,,irs_990pf
SAN ANTONIO FOOD BANK,SAN ANTONIO,TX,,,,,irs_990pf
STUDENTS FOR LIFE,FREDERICKSBURG,VA,,,,,irs_990pf
YOUNG LIFE,TULSA,OK,,,,,irs_990pf
ARMY HISTORICAL FOUNDATION,ARLINGTON,VA,,,,,irs_990pf
ASSISTANCE LEAGUE OF HOUSTON,HOUSTON,TX,,,,,irs_990pf
FIRST METHODIST CHURCH OF NEW BRAUN,NEW BRAUNFELS,TX,,,,,irs_990pf
MOTHER S AGAINST CANCER,KINGWOOD,TX,,,,,irs_990pf
GEORGE WASHINGTON S MOUNT VERNON,MOUNT VERNON,VA,,,,,irs_990pf
YOUNG AMERICA S REAGAN RANCH CENTER,SANTA BARBARA,CA,,,,,irs_990pf
REVOLUTIONARY WAR TRUST,WASHINGTON,DC,,,,,irs_990pf
ST JUDE S RANCH FOR CHILDREN,SAN ANTONIO,TX,,,,,irs_990pf
COALITION TO SALUTE AMERICA S HEROE,LEESBURG,VA,,,,,irs_990pf
CIVIL WAR TRUST,WASHINGTON,DC,,,,,irs_990pf
COMPASS INTERNATIONAL,COLORADO SPRINGS,CO,,,,,irs_990pf
NEW BRAUNFELS FOOD BANK,NEW BRAUNFELS,TX,,,,,irs_990pf
ST JUDE S CHILDREN RESEARCH HOSPIT,MEMPHIS,TN,,,,,irs_990pf
VIETNAM VETERANS MEMORIAL FUND,ARLINGTON,VA,,,,,irs_990pf
RIVERSIDE HUMANE SOCIETY,Riverside,CA,,,,,irs_990pf
RIVERSIDE BRYANT ELEMENTARY,Riverside,CA,,,,,irs_990pf
CENTRAL CT STATE UNIVERSITY,NEW BRITAIN,CT,,,,,irs_990pf
EASTERN CONNECTICUT STATE UNIVERSITY,WILLIMANTIC,CT,,,,,irs_990pf
HARDING UNIVERSITY,SEARCY,AR,,,,,irs_990pf
MASSACHUSETTS COLLEGE OF LIBERAL ARTS,NORTH ADAMS,MA,,,,,irs_990pf
MERCY COLLEGE,DOBBS FERRY,NY,,,,,irs_990pf
REED COLLEGE,PORTLAND,OR,,,,,irs_990pf
RENSSELAER POLYTECHNIC INSTITUTE,TROY,NY,,,,,irs_990pf
UNIVERSITY OF CONNECTICUT,STORRS,CT,,,,,irs_990pf
UNIVERSITY OF MARYLAND - BALTIMORE COUNTY,BALTIMORE,MD,,,,,irs_990pf
UNIVERSITY OF NEW HAVEN,WEST HAVEN,CT,,,,,irs_990pf
WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,,,,,irs_990pf
MICHAELA KOWALYK,CHELMSFORD,MA,,,,,irs_990pf
ASHLYNN LOCOCO,CHELMSFORD,MA,,,,,irs_990pf
SEE ATTACHED SCHEDULE,MILWAUKEE,WI,,,,,irs_990pf
BACK 2 BACK MINISTRIES INC,MASON,OH,,,,,irs_990pf
IN THE GAME MINISTRIES,ELLICOTT CITY,MD,,,,,irs_990pf
NEW LIFE MINISTRIES,LAKE FOREST,CA,,,,,irs_990pf
YOUNGSTOWN STATE UNIVERSITY,YOUNGSTOWN,OH,,,,,irs_990pf
YOUNGSTOWN STEEL HERITAGE MUSEUM,YOUNGSTOWN,OH,,,,,irs_990pf
MAHONING VALLEY HISTORICAL SOCIETY,YOUNGSTOWN,OH,,,,,irs_990pf
NEWBERRY OPERA HOUSE FDN,NEWBERRY,SC,,,,,irs_990pf
BELTON CENTER FOR THE ARTS,BELTON,SC,,,,,irs_990pf
ETV ENDOWMENT OF SC INC,SPARTANBURG,SC,,,,,irs_990pf
PEACE CENTER FOUNDATION,GREENVILLE,SC,,,,,irs_990pf
SC HISTORICAL SOCIETY,CHARLESTON,SC,,,,,irs_990pf
USC EDUCATIONAL FDN,COLUMBIA,SC,,,,,irs_990pf
THE BELTON AREA MUSEUM ASSOCI,BELTON,SC,,,,,irs_990pf
WIKIMEDIA FOUNDATION,SAN FRANCISCO,CA,,,,,irs_990pf
ANDERSON INTERFAITH MINISTRIES,ANDERSON,SC,,,,,irs_990pf
LIVING WATER FOUNDATION,PROSPERITY,SC,,,,,irs_990pf
ALLIANCE FOR DEFENDING FREEDOM,SCOTTSDALE,AZ,,,,,irs_990pf
CALL OF LOVE INC,MASON,OH,,,,,irs_990pf
CINCINNATI HILLS CHRISTIAN ACADEMY,CINCINNATI,OH,,,,,irs_990pf
CITIZENS FOR COMMUNITY VALUES,COLUMBUS,OH,,,,,irs_990pf
FC CINCINNATI FOUNDATION,CINCINNATI,OH,,,,,irs_990pf
GREATER CINCINNATI FILM COMMISSION,CINCINNATI,OH,,,,,irs_990pf
MIAMI VALLEY CHRISTIAN ACADEMY,CINCINNATI,OH,,,,,irs_990pf
OCEAN REEF CHAPEL FOUNDATION,KEY LARGO,FL,,,,,irs_990pf
SUSTAINABLE MEDICAL MISSIONS,CINCINNATI,OH,,,,,irs_990pf
UNITED WAY OF GREATER CINCINNATI,CINCINNATI,OH,,,,,irs_990pf
WORLD GOLF FOUNDATION INC,ST AUGUSTINE,FL,,,,,irs_990pf
UNIVERSITY OF TEXAS AT ARLINGTON,Arlington,TX,,,,,irs_990pf
ST PAULS PROTESTANT EPISCOPAL,CLEVELAND HEIGHTS,OH,,,,,irs_990pf
TRUSTEES OF THE DIOCESE OF OHIO,CLEVELAND,OH,,,,,irs_990pf
ACCESS COLLEGE FOUNDATION,NORFOLK,VA,,,,,irs_990pf
NORFOLK ACADEMY,NORFOLK,VA,,,,,irs_990pf
A CALL TO COLLEGE,NEWARK,OH,,,,,irs_990pf
HABITAT FOR HUMANITY - MID OHIO,COLUMBUS,OH,,,,,irs_990pf
HEATH ATHLETIC BOOSTERS,HEATH,OH,,,,,irs_990pf
JEWEL BOX CHALLENGE FUND,NEWARK,OH,,,,,irs_990pf
MENTAL HEALTH AMERICA OF LICKING COUNTY,NEWARK,OH,,,,,irs_990pf
NEWARK CAMPUS DEVELOPMENT FUND,NEWARK,OH,,,,,irs_990pf
NEWARK-GRANVILLE SYMPHONY ORCHESTRA,NEWARK,OH,,,,,irs_990pf
OHIO HEALTH FOUNDATION,COLUMBUS,OH,,,,,irs_990pf
SECOND PRESBYTERIAN CHURCH,NEWARK,OH,,,,,irs_990pf
THE LICKING COUNTY HUMANE SOCIETY,HEATH,OH,,,,,irs_990pf
THE MIDLAND THEATRE,NEWARK,OH,,,,,irs_990pf
THE WORKS MUSEUM,NEWARK,OH,,,,,irs_990pf
UNITED WAY OF LICKING COUNTY,NEWARK,OH,,,,,irs_990pf
ANGELS,MCGREGOR,MN,,,,,irs_990pf
BIRTHDAY WISHES,HICKSVILLE,NY,,,,,irs_990pf
BLAZEAID,,,,,,,irs_990pf
BOYSCOUTS OF AMERICA - SUFFOLK COUNTY COUNCIL,MEDFORD,NY,,,,,irs_990pf
BRIDGES TO LEARNING,MINNEAPOLIS,MN,,,,,irs_990pf
COLLEGE OF THE HOLY CROSS,WORCESTER,MA,,,,,irs_990pf
COLORADO CLEANTECH INDUSTRIES,LAKEWOOD,CO,,,,,irs_990pf
COLORADO MINING ASSOCIATION EDUCATION FOUNDATION,DENVER,CO,,,,,irs_990pf
COLORADO PUBLIC RADIO,DENVER,CO,,,,,irs_990pf
DIAMOND BLACKFAN ANEMIA FOUNDATION INC,WEST SENECA,NY,,,,,irs_990pf
FAMILY HOMESTEAD,DENVER,CO,,,,,irs_990pf
FOOD FOR THOUGHT,DENVER,CO,,,,,irs_990pf
GIRLS ROCK,ST PETERSBURG,FL,,,,,irs_990pf
INSTITUTE FOR LATIN AMERICAN CONCERN,OMAHA,NE,,,,,irs_990pf
KP SPIRIT BOOSTER CLUB,KINDS PARK,NY,,,,,irs_990pf
LAKEWOOD HIGH SCHOOL FOUNDATION,LAKEWOOD,CO,,,,,irs_990pf
LIMB PRESERVATION FOUNDATION,DENVER,CO,,,,,irs_990pf
MARIST COLLEGE,POUGHKEEPSIE,NY,,,,,irs_990pf
MILE HIGH MINISTRIES,DENVER,CO,,,,,irs_990pf
NSA FOUNDATION,PARKER,CO,,,,,irs_990pf
OHEL CHILDREN S HOME FAMILY SERVICES,BROOKLYN,NY,,,,,irs_990pf
REGIS UNIVERSITY,DENVER,CO,,,,,irs_990pf
ROCKY BAY,,,,,,,irs_990pf
ROCKY MOUNTAIN MINERAL LAW FOUNDATION,WESTMINSTER,CO,,,,,irs_990pf
SPATODAY,LAKEWOOD,CO,,,,,irs_990pf
STEPHEN A CLIFFORD MEMORIAL FUND,BELLMORE,NY,,,,,irs_990pf
OUR PLACE DROP-IN CENTER,BELLOWS FALLS,VT,,,,,irs_990pf
VON S VISION,FLORENCE,KY,,,,,irs_990pf
WALK DENVER,DENVER,CO,,,,,irs_990pf
WARREN VILLAGE,DENVER,CO,,,,,irs_990pf
WOMEN IN MINING DENVER CHAPTER,LAKEWOOD,CO,,,,,irs_990pf
YORK UNIVERSITY - SCHULICH SCHOOL OF BUSINESS,,,,,,,irs_990pf
2XTREME FOUNDATION INC,LITTLETON,CO,,,,,irs_990pf
SEE ATTACHED STATEMENT,VARIOUS,NJ,,,,,irs_990pf
ARGYOS FAMILY FOUNDATION,Costa Mesa,CA,,,,,irs_990pf
MISSION HOSPITAL FOUNDATION,Mission Viejo,CA,,,,,irs_990pf
OLIVE BRANCH CHRISTIAN SCHOOL,Corona,CA,,,,,irs_990pf
CHOC CHILDRENS FOUNDATION,Orange,CA,,,,,irs_990pf
AHAH,Newport Beach,CA,,,,,irs_990pf
B O RAILROAD MUSEUM,BALTIMORE,MD,,,,,irs_990pf
OCEAN REEF VOLUNTEER FIRE DEPT,KEY LARGO,FL,,,,,irs_990pf
BOCA RATON COMM HOSPITAL FNDN,BOCA RATON,FL,,,,,irs_990pf
SPECIAL OLYMPICS,CLERMONT,FL,,,,,irs_990pf
RICHARD DAVID KANN MELANOMA FD,WEST PALM BEACH,FL,,,,,irs_990pf
BROWARD CHILDRENS CENTER INC,POMPANO BEACH,FL,,,,,irs_990pf
DISABLED AMERICAN VETERANS,CINCINNATI,OH,,,,,irs_990pf
NATIONAL PARKINSON FOUNDATION,BACA RATON,FL,,,,,irs_990pf
CROS MINISTRIES,LAKE WORTH,FL,,,,,irs_990pf
WPBT CHANNEL 2,MIAMI,FL,,,,,irs_990pf
ZENO MOUNTAIN FARMS,LINCOLN,VT,,,,,irs_990pf
UCSF MELANOMA PROGRAM,TAMPA,FL,,,,,irs_990pf
BEST FOOT FORWARD FD,BOCA RATON,FL,,,,,irs_990pf
FLORENCE FULLER CHILD DVPMT CNTR,BOCA RATON,FL,,,,,irs_990pf
WAY MEDIA,COLORADO SPRINGS,CO,,,,,irs_990pf
CHILDREN S NETWORK,FAIRFIELD,CA,,,,,irs_990pf
DEZZY SECOND CHANCE,BOCA RATON,FL,,,,,irs_990pf
GFR BAHAMAS ANIMAL RELIEF,GAINSVILLE,FL,,,,,irs_990pf
PETER BLUM YMCA OF BOCA RATON,BOCA RATON,FL,,,,,irs_990pf
STEPHEN SILLER TUNNEL TO TOWERS FD,STATEN ISLAND,NY,,,,,irs_990pf
A HAND OF HOPE,FUQUAY VARINA,NC,,,,,irs_990pf
MOORINGS PARK FDN,NAPLES,FL,,,,,irs_990pf
OHIO WESLEYAN UNIVERSITY,DELAWARE,OH,,,,,irs_990pf
EVANGILICAL CONVENANT CHURCH CHEBOYGAN,CHEBOYGAN,MI,,,,,irs_990pf
PI BETA PHI FOUNDATION,TOWN AND COUNTRY,MO,,,,,irs_990pf
MENOF ARMOR,HOLLY SPRINGS,CT,,,,,irs_990pf
AMERICAN SPEECH LANGUAGE,ROCKVILLE,MD,,,,,irs_990pf
WITH LOVE FROM JESUS MINISTRIES,RALEIGH,NC,,,,,irs_990pf
FRIENDS OF THE LIBRARY,NAPLES,FL,,,,,irs_990pf
HARRY CHAPIN FOOD BANK,FORT MEYERS,FL,,,,,irs_990pf
ALZHEIMERS DISEASE RELATED,CLEARWATER,FL,,,,,irs_990pf
PARKINSON ASSOCIATION OF SW FL,NAPLES,FL,,,,,irs_990pf
THE EDUCATION FDN,NAPLES,FL,,,,,irs_990pf
ST MATTHEWS HOUSE INC,NAPLES,FL,,,,,irs_990pf
SUMMIT FOUNDATION,BRECKENRIDGE,CO,,,,,irs_990pf
ST JOSEPH MERCY CHELSEA INC,CHELSEA,MI,,,,,irs_990pf
PLANNED PARENTHOOD OF THE ROCKY MOUNT,DENVER,CO,,,,,irs_990pf
THE BLUE BENCH,DENVER,CO,,,,,irs_990pf
ZOWEH INC,DURHAM,NC,,,,,irs_990pf
ANATOLIA COLLEGE,BOSTON,MA,,,,,irs_990pf
BRIMMER AND MAY SCHOOL,CHESTNUT HILL,MA,,,,,irs_990pf
CAMFED USA,SAN FRANCISCO,CA,,,,,irs_990pf
HIRAM COLLEGE,HIRAM,OH,,,,,irs_990pf
NOBLE AND GREENOUGH SCHOOL,DEDHAM,MA,,,,,irs_990pf
PARTNERS IN ISLAND EDUCATION,VINALHAVEN,ME,,,,,irs_990pf
PROJECT OF EASTON INC,EASTON,PA,,,,,irs_990pf
SUMMER SEARCH,JAMAICA PLAIN,MA,,,,,irs_990pf
TENACRE COUNTRY DAY SCHOOL,WELLESLEY,MA,,,,,irs_990pf
UNIVERSITY OF VIRGINIA DARDEN,CHARLOTTESVILLE,VA,,,,,irs_990pf
WOODROW WILSON NATIONAL FELLOWSHIP FOUNDATION,PRINCETON,NJ,,,,,irs_990pf
HOLY NAME PARISH,BIRMINGHM,MI,,,,,irs_990pf
MANRESA RETREAT HOUSE,BLOOMFIELD HILLS,MI,,,,,irs_990pf
ANGLE PLACE,SOUTHFIELD,MI,,,,,irs_990pf
CROSS IN THE WOODS,INDIAN RIVER,MI,,,,,irs_990pf
U OF D HIGH SCHOOL,DETROIT,MI,,,,,irs_990pf
GUEST HOUSE,LAKE ORION,MI,,,,,irs_990pf
SACRAMENTINE SISTERS,CONWAY,MI,,,,,irs_990pf
SOCIETY OF ST VINCENT DEPAUL,DETROIT,MI,,,,,irs_990pf
CATHOLIC SERVICES APPEAL,DETROIT,MI,,,,,irs_990pf
COMMUNITY FOUNDATION FOR SOUTHEAST MI,DETROIT,MI,,,,,irs_990pf
MOTHER UNBORN CENTER,SOUTHFIELD,MI,,,,,irs_990pf
COLOMBIERE CENTER,CLARKSTON,MI,,,,,irs_990pf
PROGRESSIVE LIFE STYLE,WATERFORD,MI,,,,,irs_990pf
GESU CATHOLIC SCHOOL,DETROIT,MI,,,,,irs_990pf
CAPICHIN MISSION ASSOCIATION,DETROIT,MI,,,,,irs_990pf
ST JUDE CHILDREN,MEMPHIS,TN,,,,,irs_990pf
THE JESIUTS,CHICAGO,IL,,,,,irs_990pf
GESU PARISH DETROIT,DETROIT,MI,,,,,irs_990pf
INLAND LAKES EDUCATION FOUNDATION,INDIAN RIVER,MI,,,,,irs_990pf
FOCUS HOPE,DETROIT,MI,,,,,irs_990pf
URBAN COMMUNITY GROUP,BIRMINGHAM,MI,,,,,irs_990pf
FATHER SOLANUS GUILD,DETROIT,MI,,,,,irs_990pf
MCLAREN NORTHERN MI FOUNDATION,PETOSKEY,MI,,,,,irs_990pf
CARNEGIE HALL,Lewisburg,WV,,,,,irs_990pf
GATEWAY INDUSTRIES,Ronceverte,WV,,,,,irs_990pf
GREENBRIER HISTORICAL SOCIETY,Lewisburg,WV,,,,,irs_990pf
NORTHERN GREENBRIER LATCHKEY KIDS,Frankford,WV,,,,,irs_990pf
RONCEVERTE DEVELOPMENT CORP,Ronceverte,WV,,,,,irs_990pf
RONCEVERTE PRESBYTERIAN CHURCH,Ronceverte,WV,,,,,irs_990pf
RONCEVERTE PUBLIC LIBRARY,Ronceverte,WV,,,,,irs_990pf
RONCEVERTE RIVER FESTIVAL,Ronceverte,WV,,,,,irs_990pf
CITY OF RONCEVERTE,Ronceverte,WV,,,,,irs_990pf
DAVIS ELKINS COLLEGE,Elkins,WV,,,,,irs_990pf
NEW RIVER COMMUNITY TECH COLLEGE,Beaver,WV,,,,,irs_990pf
ALMA COLLEGE,ALMA,MI,,,,,irs_990pf
BIG BROTHERS BIG SISTERS GLBR,MIDLAND,MI,,,,,irs_990pf
BOY SCOUTS OF AMERICA WATER WOODS,FLINT,MI,,,,,irs_990pf
BRIDGEPORT TOWNSHIP DDA,BRIDGEPORT,MI,,,,,irs_990pf
BRIDGEPORT TOWNSHIP PARKS REC,BRIDGEPORT,MI,,,,,irs_990pf
CITY RESCUE MISSION,SAGINAW,MI,,,,,irs_990pf
COVENANT HEALTHCARE FOUND,SAGINAW,MI,,,,,irs_990pf
FAITH LUTHERAN CHURCH,BAY CITY,MI,,,,,irs_990pf
FIRST CHOICE OF SAGINAW,SAGINAW,MI,,,,,irs_990pf
FORGOTTEN MAN MINISTRIES,FLINT,MI,,,,,irs_990pf
GREAT LAKES BAY HEALTH CENTERS,SAGINAW,MI,,,,,irs_990pf
HOSPITAL HOSPITALITY HOUSE,SAGINAW,MI,,,,,irs_990pf
LUTHERAN SPECIAL EDUCATION MINISTRI,FARMINGTON HILLS,MI,,,,,irs_990pf
MAJOR CHORDS FOR MINORS,SAGINAW,MI,,,,,irs_990pf
MID-MICHIGAN CHILDREN S MUSEUM,SAGINAW,MI,,,,,irs_990pf
MOUNT CALVARY LUTHERAN CHURCH,DETROIT,MI,,,,,irs_990pf
OLD TOWN SOUP KITCHEN,SAGINAW,MI,,,,,irs_990pf
ROCK THE ISLAND,SAGINAW,MI,,,,,irs_990pf
SAGINAW COMMUNITY FOUNDATION,SAGINAW,MI,,,,,irs_990pf
SAGINAW FUTURE,SAGINAW,MI,,,,,irs_990pf
SPECIAL OLYMPICS OF MICHIGAN,BLOOMFIELD,MI,,,,,irs_990pf
VALLEY LUTHERAN HIGH SCHOOL,SAGINAW,MI,,,,,irs_990pf
YMCA OF SAGINAW,SAGINAW,MI,,,,,irs_990pf
CONSERVANCEY OF SOUTHWEST FLORIDA,NAPLES,ID,,,,,irs_990pf
SERAPHIC FIRE,MIAMI,FL,,,,,irs_990pf
SUN VALLEY MUSEUM OF ARTS,SUN VALLEY,ID,,,,,irs_990pf
SUN VALLEY INSTITUTE,KETCHUM,ID,,,,,irs_990pf
GRAND PIANO SERIES,BONITA SPRINGS,FL,,,,,irs_990pf
WMM WOMEN MAKE MOVIES,NEW YORK,NY,,,,,irs_990pf
COMMUNITY LIBRARY,KETCHUM,ID,,,,,irs_990pf
SUN VALLEY MUSIC FESTIVAL,SUN VALLEY,ID,,,,,irs_990pf
GULFSHORE PLAYHOUSE,NAPLES,FL,,,,,irs_990pf
BAY LAKES COUNCIL BOY SCOUTS,APPLETON,WI,,,,,irs_990pf
BLANDINE HOUSE,FOND DU LAC,WI,,,,,irs_990pf
BROOKE INDUSTRIES,FOND DU LAC,WI,,,,,irs_990pf
BROWNSVILLE PUBLIC LIBRARY,BROWNSVILLE,WI,,,,,irs_990pf
CHURCH OF PEACE,FOND DU LAC,WI,,,,,irs_990pf
FAMILY RESOURCE CENTER OF FOND DU LAC COUNTY,FOND DU LAC,WI,,,,,irs_990pf
FDL BLUE LINE HOCKEY CLUB INC,FOND DU LAC,WI,,,,,irs_990pf
FOND DU LAC YMCA,FOND DU LAC,WI,,,,,irs_990pf
LOAVES FISHES PROGRAM,FOND DU LAC,WI,,,,,irs_990pf
LOMIRA QUAD GRAPHICS COMMUNITY FUND,SUSSEX,WI,,,,,irs_990pf
MANITOU GIRL SCOUT COUNCIL,SHEBOYGAN,WI,,,,,irs_990pf
MAYVILLE MIDDLE SCHOOL,MAYVILLE,WI,,,,,irs_990pf
MAYVILLE PUBLIC LIBRARY,MAYVILLE,WI,,,,,irs_990pf
SOLUTIONS CENTER SHELTER SUPPORT,FOND DU LAC,WI,,,,,irs_990pf
SONS OF ZEBEDEE,FOND DU LAC,WI,,,,,irs_990pf
SPILLMAN PUBLIC LIBRARY,NORTH FOND DU LAC,WI,,,,,irs_990pf
ST PAULS CATHEDRAL,FOND DU LAC,WI,,,,,irs_990pf
ST LAWRENCE SEMINARY,MT CALVARY,WI,,,,,irs_990pf
ST MARY S CHURCH,LOMIRA,WI,,,,,irs_990pf
ST PAULS CHURCH - BROWNVILLE,BROWNSVILLE,WI,,,,,irs_990pf
STMARY S SCHOOL-MAYVILLE,MAYVILLE,WI,,,,,irs_990pf
THERESA PUBLIC LIBRARY,THERESA,WI,,,,,irs_990pf
TRINITY METHODIST CHURCH,LOMIRA,WI,,,,,irs_990pf
VILLAGE OF BROWNVILLE,BROWNSVILLE,WI,,,,,irs_990pf
WINNEBAGO LUTHERAN ACADEMY,FOND DU LAC,WI,,,,,irs_990pf
ST JOHNS LUTHERAN CHURCH LOMIRA,LOMIRA,WI,,,,,irs_990pf
ELIZA JENNINGS INC,OLMSTED TOWNSHIP,OH,,,,,irs_990pf
KENTER CANYON PARENT CENTER,LOS ANGELES,CA,,,,,irs_990pf
BANYAN COMMUNITY,MINNEAPOLIS,MN,,,,,irs_990pf
WEBSTER HIGH SCHOOL,WEBSTER,WI,,,,,irs_990pf
BRYN MAWR HOSPITAL FOUNDATION,BRYN MAWR,PA,,,,,irs_990pf
CARE USA,ATLANTA,GA,,,,,irs_990pf
FRANKLIN INSTITUTE - CURRENT CURATORIAL FUND,PHILADELPHIA,PA,,,,,irs_990pf
FRANKLIN INSTITUTE BENEFACTOR SOCIETY,PHILADELPHIA,PA,,,,,irs_990pf
GIVE WELL,BROOKLYN,NY,,,,,irs_990pf
GREATER PHILADELPHIA PHILOSOPHY CONSORTIUM,PHILADELPHIA,PA,,,,,irs_990pf
RADNOR MEMORIAL LIBRARY,WAYNE,PA,,,,,irs_990pf
ANIMAL CHARITY EVALUATORS RECOMMENDED CHARITY FUND,BERKELEY,CA,,,,,irs_990pf
HIGH RESOLVES AMERICA,NEW ORLEANS,LA,,,,,irs_990pf
